"state","fam_income","race","age","sex","emp","fullpart","work","social","sports","pcare","educ","leisure","race.new","income.new"
"Tennessee","$100,000 to $149,999","White only",30,"Male","Employed - at work","Full time",240,240,270,305,0,510,"White only","$100k+"
"Louisiana","$20,000 to $24,999","White only",30,"Male","Employed - at work","Full time",480,0,0,510,0,0,"White only","Below $25k"
"Missouri","$150,000 and over","White only",45,"Female","Employed - at work","Full time",710,33,0,555,0,33,"White only","$100k+"
"New York","$150,000 and over","White only",29,"Male","Employed - at work","Full time",0,90,0,620,0,90,"White only","$100k+"
"Virginia","$12,500 to $14,999","White only",44,"Male","Employed - at work","Full time",607,117,0,485,0,117,"White only","Below $25k"
"Virginia","$150,000 and over","Black only",48,"Male","Employed - at work","Full time",0,480,180,570,0,660,"Black only","$100k+"
"Nebraska","$30,000 to $34,999","White only",47,"Female","Employed - at work","Full time",0,547,0,810,0,547,"White only","$25k-$50k"
"Texas","$5,000 to $7,499","White only",33,"Female","Employed - at work","Full time",490,0,0,905,0,0,"White only","Below $25k"
"Pennsylvania","$60,000 to $74,999","White only",23,"Male","Employed - at work","Full time",475,195,0,410,0,195,"White only","$50k-$75k"
"North Carolina","$30,000 to $34,999","Black only",43,"Female","Employed - at work","Full time",0,180,0,840,0,180,"Black only","$25k-$50k"
"Illinois","$40,000 to $49,999","White only",23,"Male","Employed - at work","Full time",0,318,60,734,0,378,"White only","$25k-$50k"
"New York","$50,000 to $59,999","White only",47,"Female","Employed - at work","Full time",0,898,0,420,0,898,"White only","$50k-$75k"
"New York","$50,000 to $59,999","Asian only",23,"Male","Employed - at work","Full time",595,60,0,668,0,60,"Asian only","$50k-$75k"
"Oregon","$40,000 to $49,999","White only",28,"Male","Employed - at work","Full time",455,285,0,440,0,285,"White only","$25k-$50k"
"Ohio","$50,000 to $59,999","White only",47,"Male","Employed - at work","Full time",610,140,0,470,0,140,"White only","$50k-$75k"
"California","$100,000 to $149,999","White only",39,"Male","Employed - at work","Full time",1115,30,0,155,0,30,"White only","$100k+"
"Texas","$40,000 to $49,999","White only",24,"Male","Employed - at work","Part time",346,339,0,645,0,339,"White only","$25k-$50k"
"California","$150,000 and over","Black only",28,"Female","Employed - at work","Full time",0,395,0,605,0,395,"Black only","$100k+"
"Florida","$40,000 to $49,999","White only",27,"Female","Employed - at work","Full time",0,370,0,610,0,370,"White only","$25k-$50k"
"Kentucky","$30,000 to $34,999","White only",45,"Female","Employed - at work","Full time",570,10,0,400,0,10,"White only","$25k-$50k"
"Illinois","$50,000 to $59,999","White only",26,"Male","Employed - at work","Full time",545,145,0,525,0,145,"White only","$50k-$75k"
"Utah","$100,000 to $149,999","White only",48,"Male","Employed - at work","Full time",625,65,68,517,0,133,"White only","$100k+"
"Florida","$20,000 to $24,999","Black only",46,"Male","Employed - at work","Full time",0,495,10,630,0,505,"Black only","Below $25k"
"Illinois","$50,000 to $59,999","White only",23,"Female","Employed - at work","Full time",30,145,90,600,419,235,"White only","$50k-$75k"
"California","$60,000 to $74,999","White only",43,"Male","Employed - at work","Full time",0,365,0,450,0,365,"White only","$50k-$75k"
"Iowa","$150,000 and over","White only",47,"Female","Employed - at work","Full time",423,170,35,527,0,205,"White only","$100k+"
"Maine","$75,000 to $99,999","White only",22,"Female","Employed - at work","Full time",560,0,0,670,0,0,"White only","$75k-$100k"
"New Jersey","$30,000 to $34,999","Black only",30,"Female","Employed - at work","Full time",415,410,0,360,0,410,"Black only","$25k-$50k"
"Texas","$100,000 to $149,999","White only",37,"Female","Employed - at work","Full time",0,170,0,840,0,170,"White only","$100k+"
"California","$150,000 and over","Asian only",40,"Male","Employed - at work","Full time",15,330,0,590,0,330,"Asian only","$100k+"
"Pennsylvania","$100,000 to $149,999","White only",31,"Female","Employed - at work","Full time",540,80,0,580,0,80,"White only","$100k+"
"Minnesota","$30,000 to $34,999","White only",36,"Male","Employed - at work","Full time",25,440,0,570,0,440,"White only","$25k-$50k"
"Utah","$60,000 to $74,999","White only",33,"Male","Employed - at work","Full time",510,100,0,675,0,100,"White only","$50k-$75k"
"Texas","$100,000 to $149,999","White only",26,"Male","Employed - at work","Full time",685,45,0,605,0,45,"White only","$100k+"
"Virginia","$40,000 to $49,999","Black only",39,"Male","Employed - at work","Full time",0,389,0,980,0,389,"Black only","$25k-$50k"
"Minnesota","$20,000 to $24,999","Black only",43,"Male","Employed - at work","Full time",480,188,0,720,0,188,"Black only","Below $25k"
"California","$150,000 and over","Asian only",22,"Male","Employed - at work","Part time",300,95,60,720,0,155,"Asian only","$100k+"
"Florida","$75,000 to $99,999","White only",27,"Female","Employed - at work","Full time",0,430,30,590,0,460,"White only","$75k-$100k"
"Nebraska","$35,000 to $39,999","White only",31,"Male","Employed - at work","Full time",665,45,0,650,0,45,"White only","$25k-$50k"
"South Carolina","$25,000 to $29,999","White only",44,"Female","Employed - at work","Full time",30,530,0,615,0,530,"White only","$25k-$50k"
"Tennessee","$15,000 to $19,999","Black only",21,"Female","Employed - at work","Full time",1040,40,0,233,0,40,"Black only","Below $25k"
"Maryland","$150,000 and over","Black only",43,"Male","Employed - at work","Full time",390,165,0,760,0,165,"Black only","$100k+"
"Florida","$60,000 to $74,999","White only",43,"Male","Employed - at work","Full time",521,208,75,210,0,283,"White only","$50k-$75k"
"Washington","$40,000 to $49,999","White only",26,"Female","Employed - at work","Part time",0,465,120,684,0,585,"White only","$25k-$50k"
"Massachusetts","$150,000 and over","Asian only",49,"Female","Employed - at work","Full time",505,195,0,465,0,195,"Asian only","$100k+"
"Illinois","$30,000 to $34,999","White only",39,"Male","Employed - at work","Full time",150,440,90,620,0,530,"White only","$25k-$50k"
"Pennsylvania","$50,000 to $59,999","White only",27,"Male","Employed - at work","Full time",0,149,0,850,0,149,"White only","$50k-$75k"
"California","$75,000 to $99,999","White only",38,"Female","Employed - at work","Full time",0,360,0,780,0,360,"White only","$75k-$100k"
"Oregon","$75,000 to $99,999","White only",35,"Female","Employed - at work","Full time",0,425,30,643,0,455,"White only","$75k-$100k"
"Georgia","$50,000 to $59,999","White only",37,"Female","Employed - at work","Full time",440,135,90,635,0,225,"White only","$50k-$75k"
"Texas","$40,000 to $49,999","Black only",25,"Female","Employed - at work","Full time",0,440,0,850,0,440,"Black only","$25k-$50k"
"Maryland","$75,000 to $99,999","Black only",38,"Female","Employed - at work","Full time",60,320,0,530,0,320,"Black only","$75k-$100k"
"Ohio","$75,000 to $99,999","Black only",40,"Female","Employed - at work","Part time",0,585,0,720,0,585,"Black only","$75k-$100k"
"New York","$35,000 to $39,999","Black only",44,"Male","Employed - at work","Full time",471,195,0,595,0,195,"Black only","$25k-$50k"
"Florida","$50,000 to $59,999","White only",23,"Male","Employed - at work","Part time",0,492,120,554,0,612,"White only","$50k-$75k"
"Illinois","$25,000 to $29,999","White only",49,"Male","Employed - at work","Full time",505,180,0,630,0,180,"White only","$25k-$50k"
"New Hampshire","$30,000 to $34,999","White only",43,"Female","Employed - at work","Full time",470,0,0,385,0,0,"White only","$25k-$50k"
"North Carolina","$100,000 to $149,999","White only",47,"Female","Employed - at work","Full time",0,650,0,560,0,650,"White only","$100k+"
"Florida","$25,000 to $29,999","Black only",49,"Female","Employed - at work","Full time",473,230,0,660,0,230,"Black only","$25k-$50k"
"California","$75,000 to $99,999","White only",45,"Female","Employed - at work","Part time",195,315,0,515,0,315,"White only","$75k-$100k"
"New Jersey","$150,000 and over","White only",43,"Male","Employed - at work","Full time",25,500,180,620,0,680,"White only","$100k+"
"California","$50,000 to $59,999","White only",29,"Female","Employed - at work","Full time",521,60,0,562,0,60,"White only","$50k-$75k"
"Virginia","$50,000 to $59,999","White only",35,"Male","Employed - at work","Full time",0,540,0,550,0,540,"White only","$50k-$75k"
"South Carolina","$15,000 to $19,999","White only",23,"Male","Employed - at work","Full time",0,700,0,600,0,700,"White only","Below $25k"
"California","$100,000 to $149,999","White only",45,"Female","Employed - at work","Full time",0,255,0,658,0,255,"White only","$100k+"
"Michigan","$75,000 to $99,999","White only",28,"Male","Employed - at work","Full time",0,593,0,470,0,593,"White only","$75k-$100k"
"Illinois","$75,000 to $99,999","Black only",28,"Female","Employed - at work","Full time",0,112,0,660,355,112,"Black only","$75k-$100k"
"New Mexico","$60,000 to $74,999","White only",21,"Male","Employed - at work","Full time",450,375,0,495,0,375,"White only","$50k-$75k"
"New Jersey","$50,000 to $59,999","White only",46,"Male","Employed - at work","Full time",0,300,0,600,0,300,"White only","$50k-$75k"
"Florida","$60,000 to $74,999","White only",27,"Male","Employed - at work","Full time",0,540,220,380,0,760,"White only","$50k-$75k"
"Arizona","$7,500 to $9,999","White only",27,"Female","Employed - at work","Full time",0,420,0,720,0,420,"White only","Below $25k"
"California","$25,000 to $29,999","White only",45,"Female","Employed - at work","Full time",690,140,0,500,0,140,"White only","$25k-$50k"
"Washington","$35,000 to $39,999","White only",46,"Female","Employed - at work","Full time",0,403,0,658,0,403,"White only","$25k-$50k"
"Indiana","$60,000 to $74,999","Black only",35,"Male","Employed - at work","Full time",703,86,0,560,0,86,"Black only","$50k-$75k"
"Massachusetts","$35,000 to $39,999","White only",30,"Male","Employed - at work","Full time",225,440,0,570,0,440,"White only","$25k-$50k"
"Georgia","$100,000 to $149,999","White only",38,"Male","Employed - at work","Full time",0,305,0,410,0,305,"White only","$100k+"
"Pennsylvania","$10,000 to $12,499","White only",26,"Female","Employed - at work","Part time",445,358,0,450,0,358,"White only","Below $25k"
"Nevada","$50,000 to $59,999","White only",31,"Male","Employed - at work","Full time",0,460,0,660,0,460,"White only","$50k-$75k"
"California","$75,000 to $99,999","White only",45,"Male","Employed - at work","Full time",0,459,45,570,0,504,"White only","$75k-$100k"
"Kansas","$50,000 to $59,999","White only",24,"Male","Employed - at work","Full time",301,230,0,858,0,230,"White only","$50k-$75k"
"Wisconsin","$35,000 to $39,999","White only",49,"Male","Employed - at work","Full time",0,290,600,390,0,890,"White only","$25k-$50k"
"California","$100,000 to $149,999","White only",48,"Male","Employed - at work","Full time",400,200,0,605,0,200,"White only","$100k+"
"Michigan","$75,000 to $99,999","White only",38,"Male","Employed - at work","Full time",490,265,160,405,0,425,"White only","$75k-$100k"
"Florida","$75,000 to $99,999","Black only",48,"Female","Employed - at work","Full time",0,180,0,1155,0,180,"Black only","$75k-$100k"
"Minnesota","$35,000 to $39,999","White only",44,"Male","Employed - at work","Full time",0,540,160,650,0,700,"White only","$25k-$50k"
"Iowa","$15,000 to $19,999","White only",19,"Female","Employed - at work","Part time",0,375,0,686,0,375,"White only","Below $25k"
"Georgia","$40,000 to $49,999","White only",36,"Male","Employed - at work","Full time",0,415,0,665,0,415,"White only","$25k-$50k"
"Wisconsin","$75,000 to $99,999","White only",27,"Female","Employed - at work","Full time",0,140,0,658,0,140,"White only","$75k-$100k"
"Delaware","$50,000 to $59,999","White only",45,"Male","Employed - at work","Full time",474,208,0,540,0,208,"White only","$50k-$75k"
"Arizona","$40,000 to $49,999","White only",48,"Female","Employed - at work","Full time",0,879,0,480,0,879,"White only","$25k-$50k"
"Colorado","$60,000 to $74,999","White only",25,"Female","Employed - at work","Full time",5,247,30,505,0,277,"White only","$50k-$75k"
"Nebraska","$5,000 to $7,499","White only",22,"Male","Employed - at work","Full time",545,125,0,660,0,125,"White only","Below $25k"
"New Mexico","$50,000 to $59,999","White only",43,"Male","Employed - at work","Full time",474,240,0,510,0,240,"White only","$50k-$75k"
"Florida","$75,000 to $99,999","White only",31,"Male","Employed - at work","Full time",535,75,0,640,60,75,"White only","$75k-$100k"
"Texas","$50,000 to $59,999","White only",48,"Male","Employed - at work","Full time",0,315,0,750,0,315,"White only","$50k-$75k"
"Ohio","$150,000 and over","White only",22,"Female","Employed - at work","Full time",693,30,0,582,0,30,"White only","$100k+"
"Louisiana","$60,000 to $74,999","White only",41,"Female","Employed - at work","Full time",560,260,0,460,0,260,"White only","$50k-$75k"
"Pennsylvania","$150,000 and over","White only",48,"Male","Employed - at work","Full time",240,390,0,560,0,390,"White only","$100k+"
"South Dakota","$60,000 to $74,999","White only",23,"Male","Employed - at work","Full time",0,315,0,705,0,315,"White only","$50k-$75k"
"Michigan","$40,000 to $49,999","White only",39,"Male","Employed - at work","Part time",415,60,0,795,0,60,"White only","$25k-$50k"
"Missouri","Less than $5,000","Black only",24,"Female","Employed - at work","Full time",0,255,0,870,0,255,"Black only","Below $25k"
"Texas","$35,000 to $39,999","White only",26,"Female","Employed - at work","Full time",0,530,0,510,0,530,"White only","$25k-$50k"
"Maryland","$75,000 to $99,999","White only",21,"Female","Employed - at work","Part time",508,90,0,778,0,90,"White only","$75k-$100k"
"North Carolina","$25,000 to $29,999","Black only",45,"Male","Employed - at work","Full time",500,200,50,480,0,250,"Black only","$25k-$50k"
"Colorado","$15,000 to $19,999","White only",25,"Female","Employed - at work","Full time",0,240,180,683,0,420,"White only","Below $25k"
"Washington","$150,000 and over","White only",39,"Male","Employed - at work","Full time",0,279,0,615,0,279,"White only","$100k+"
"Arizona","$15,000 to $19,999","White only",20,"Male","Employed - at work","Full time",0,330,0,720,0,330,"White only","Below $25k"
"Colorado","$50,000 to $59,999","Asian only",47,"Female","Employed - at work","Full time",0,210,0,695,0,210,"Asian only","$50k-$75k"
"Ohio","$60,000 to $74,999","White only",26,"Male","Employed - at work","Full time",0,593,0,575,0,593,"White only","$50k-$75k"
"Louisiana","$20,000 to $24,999","White only",28,"Male","Employed - at work","Full time",405,435,0,540,0,435,"White only","Below $25k"
"Minnesota","$100,000 to $149,999","White only",24,"Male","Employed - at work","Full time",665,130,0,480,0,130,"White only","$100k+"
"Alabama","$30,000 to $34,999","White only",34,"Male","Employed - at work","Full time",0,425,0,960,0,425,"White only","$25k-$50k"
"Texas","$25,000 to $29,999","White only",41,"Male","Employed - at work","Full time",516,325,0,525,0,325,"White only","$25k-$50k"
"Florida","$50,000 to $59,999","White only",46,"Male","Employed - at work","Full time",0,570,0,720,0,570,"White only","$50k-$75k"
"Maryland","$50,000 to $59,999","Black only",38,"Female","Employed - at work","Full time",480,180,0,660,0,180,"Black only","$50k-$75k"
"California","$10,000 to $12,499","White only",48,"Male","Employed - at work","Full time",0,320,0,495,0,320,"White only","Below $25k"
"Utah","$150,000 and over","White only",33,"Male","Employed - absent","Full time",0,598,0,762,0,598,"White only","$100k+"
"Michigan","$50,000 to $59,999","White only",49,"Female","Employed - at work","Full time",0,545,0,485,0,545,"White only","$50k-$75k"
"California","$40,000 to $49,999","Black only",49,"Female","Employed - absent","Part time",0,555,0,705,0,555,"Black only","$25k-$50k"
"Texas","$50,000 to $59,999","White only",28,"Male","Employed - at work","Part time",40,640,0,710,0,640,"White only","$50k-$75k"
"Connecticut","$100,000 to $149,999","White only",23,"Male","Employed - at work","Part time",0,979,0,420,0,979,"White only","$100k+"
"Minnesota","$5,000 to $7,499","White only",26,"Female","Employed - at work","Part time",210,340,0,831,0,340,"White only","Below $25k"
"North Carolina","$15,000 to $19,999","White only",25,"Female","Employed - at work","Full time",705,60,0,530,0,60,"White only","Below $25k"
"Minnesota","$20,000 to $24,999","Black only",46,"Female","Employed - at work","Full time",400,250,0,465,0,250,"Black only","Below $25k"
"Iowa","Less than $5,000","White only",47,"Female","Employed - at work","Full time",0,135,0,390,0,135,"White only","Below $25k"
"Minnesota","$150,000 and over","Asian only",42,"Male","Employed - at work","Part time",425,263,0,644,0,263,"Asian only","$100k+"
"Arkansas","$30,000 to $34,999","Black only",24,"Female","Employed - at work","Full time",310,195,0,754,0,195,"Black only","$25k-$50k"
"California","$30,000 to $34,999","White only",44,"Female","Employed - at work","Full time",0,510,0,780,0,510,"White only","$25k-$50k"
"New Mexico","$100,000 to $149,999","Black only",30,"Male","Employed - at work","Full time",0,124,0,780,0,124,"Black only","$100k+"
"California","$150,000 and over","Asian only",45,"Female","Employed - at work","Full time",395,175,75,525,0,250,"Asian only","$100k+"
"California","$35,000 to $39,999","White only",46,"Female","Employed - at work","Full time",469,30,0,835,0,30,"White only","$25k-$50k"
"California","$40,000 to $49,999","White only",29,"Male","Employed - at work","Full time",0,375,0,525,0,375,"White only","$25k-$50k"
"Minnesota","$25,000 to $29,999","Black only",44,"Female","Employed - at work","Full time",270,180,0,700,0,180,"Black only","$25k-$50k"
"South Dakota","$12,500 to $14,999","White only",35,"Female","Employed - at work","Full time",140,177,0,690,0,177,"White only","Below $25k"
"Florida","$100,000 to $149,999","White only",32,"Male","Employed - absent","Full time",0,320,0,750,0,320,"White only","$100k+"
"Indiana","$60,000 to $74,999","White only",30,"Female","Employed - at work","Full time",15,390,0,720,0,390,"White only","$50k-$75k"
"Texas","$150,000 and over","Asian only",40,"Female","Employed - at work","Full time",590,0,0,690,0,0,"Asian only","$100k+"
"Washington","$50,000 to $59,999","White only",31,"Male","Employed - at work","Full time",0,150,0,680,0,150,"White only","$50k-$75k"
"Oregon","$75,000 to $99,999","White only",42,"Female","Employed - at work","Full time",60,305,0,470,0,305,"White only","$75k-$100k"
"Texas","$75,000 to $99,999","White only",49,"Male","Employed - at work","Full time",496,75,0,600,0,75,"White only","$75k-$100k"
"Kansas","$150,000 and over","White only",31,"Male","Employed - at work","Full time",0,638,0,390,0,638,"White only","$100k+"
"New Mexico","$150,000 and over","White only",45,"Female","Employed - at work","Full time",0,385,0,540,0,385,"White only","$100k+"
"California","$100,000 to $149,999","White only",44,"Male","Employed - at work","Full time",0,180,0,1245,0,180,"White only","$100k+"
"Missouri","$35,000 to $39,999","White only",24,"Male","Employed - at work","Full time",540,0,222,565,0,222,"White only","$25k-$50k"
"Texas","$60,000 to $74,999","White only",29,"Male","Employed - at work","Full time",693,160,0,425,0,160,"White only","$50k-$75k"
"Florida","$50,000 to $59,999","White only",38,"Male","Employed - at work","Full time",0,405,0,600,0,405,"White only","$50k-$75k"
"Ohio","$35,000 to $39,999","Black only",30,"Male","Employed - at work","Full time",1030,0,0,266,0,0,"Black only","$25k-$50k"
"Indiana","$20,000 to $24,999","White only",41,"Female","Employed - at work","Full time",518,142,0,520,0,142,"White only","Below $25k"
"Texas","$75,000 to $99,999","Black only",46,"Male","Employed - at work","Full time",0,545,0,840,0,545,"Black only","$75k-$100k"
"West Virginia","$75,000 to $99,999","White only",31,"Male","Employed - at work","Full time",0,680,0,660,0,680,"White only","$75k-$100k"
"California","$25,000 to $29,999","White only",46,"Male","Employed - at work","Full time",556,222,0,555,0,222,"White only","$25k-$50k"
"Pennsylvania","$40,000 to $49,999","White only",47,"Female","Employed - at work","Full time",630,270,0,430,0,270,"White only","$25k-$50k"
"Louisiana","$60,000 to $74,999","Black only",41,"Male","Employed - at work","Part time",732,45,0,435,0,45,"Black only","$50k-$75k"
"South Carolina","$15,000 to $19,999","Black only",39,"Male","Employed - at work","Full time",0,525,0,645,0,525,"Black only","Below $25k"
"Colorado","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",740,80,0,430,0,80,"White only","$75k-$100k"
"Oklahoma","$75,000 to $99,999","White only",24,"Male","Employed - at work","Full time",0,0,150,600,0,150,"White only","$75k-$100k"
"Florida","$30,000 to $34,999","White only",24,"Female","Employed - at work","Full time",0,255,0,450,0,255,"White only","$25k-$50k"
"New Jersey","$40,000 to $49,999","White only",46,"Male","Employed - at work","Part time",730,0,0,540,0,0,"White only","$25k-$50k"
"Ohio","$10,000 to $12,499","White only",35,"Male","Employed - at work","Full time",525,295,0,420,0,295,"White only","Below $25k"
"California","$75,000 to $99,999","White only",33,"Female","Employed - at work","Full time",380,340,0,600,0,340,"White only","$75k-$100k"
"Wisconsin","$20,000 to $24,999","White only",33,"Male","Employed - at work","Full time",385,265,0,495,0,265,"White only","Below $25k"
"California","$150,000 and over","White only",25,"Female","Employed - at work","Full time",660,20,0,500,0,20,"White only","$100k+"
"Maryland","$50,000 to $59,999","White-Black-American Indian",47,"Female","Employed - at work","Full time",460,130,15,555,0,145,"Mixed/Other","$50k-$75k"
"Texas","$75,000 to $99,999","White only",46,"Male","Employed - at work","Full time",495,195,0,585,0,195,"White only","$75k-$100k"
"Ohio","$75,000 to $99,999","White only",46,"Male","Employed - at work","Full time",0,567,0,720,0,567,"White only","$75k-$100k"
"Texas","$50,000 to $59,999","White only",18,"Female","Employed - at work","Part time",0,280,0,580,0,280,"White only","$50k-$75k"
"California","$150,000 and over","White only",23,"Female","Employed - absent","Full time",0,215,0,442,0,215,"White only","$100k+"
"Ohio","$40,000 to $49,999","White only",29,"Male","Employed - at work","Full time",555,275,60,420,0,335,"White only","$25k-$50k"
"South Carolina","$60,000 to $74,999","White only",26,"Female","Employed - at work","Full time",0,15,0,720,0,15,"White only","$50k-$75k"
"Indiana","$75,000 to $99,999","White only",32,"Male","Employed - at work","Full time",0,660,0,650,0,660,"White only","$75k-$100k"
"Louisiana","$40,000 to $49,999","Black only",41,"Male","Employed - at work","Full time",492,255,0,540,0,255,"Black only","$25k-$50k"
"Florida","$60,000 to $74,999","White only",18,"Male","Employed - at work","Part time",0,0,0,783,0,0,"White only","$50k-$75k"
"New Jersey","$100,000 to $149,999","White only",30,"Female","Employed - at work","Full time",0,285,0,720,0,285,"White only","$100k+"
"Alabama","$35,000 to $39,999","White only",49,"Male","Employed - at work","Full time",0,165,0,660,0,165,"White only","$25k-$50k"
"New Mexico","$25,000 to $29,999","White only",35,"Male","Employed - at work","Full time",0,385,0,590,0,385,"White only","$25k-$50k"
"Nebraska","$30,000 to $34,999","White only",34,"Male","Employed - at work","Full time",523,113,0,585,0,113,"White only","$25k-$50k"
"California","$15,000 to $19,999","Asian only",31,"Female","Employed - at work","Full time",190,0,0,570,0,0,"Asian only","Below $25k"
"New York","$100,000 to $149,999","White only",26,"Male","Employed - at work","Full time",590,110,150,435,0,260,"White only","$100k+"
"Texas","$35,000 to $39,999","White only",23,"Male","Employed - at work","Full time",570,234,0,480,0,234,"White only","$25k-$50k"
"Mississippi","$75,000 to $99,999","White only",28,"Male","Employed - at work","Full time",0,503,0,668,0,503,"White only","$75k-$100k"
"Pennsylvania","$40,000 to $49,999","White only",37,"Male","Employed - at work","Full time",546,327,0,495,0,327,"White only","$25k-$50k"
"Minnesota","$100,000 to $149,999","White only",24,"Male","Employed - at work","Full time",735,165,0,420,0,165,"White only","$100k+"
"Ohio","$10,000 to $12,499","White only",23,"Male","Employed - at work","Full time",240,537,0,460,0,537,"White only","Below $25k"
"Utah","$60,000 to $74,999","White only",20,"Female","Employed - at work","Full time",480,138,0,657,0,138,"White only","$50k-$75k"
"Maryland","$50,000 to $59,999","White only",43,"Female","Employed - at work","Full time",0,0,0,1215,0,0,"White only","$50k-$75k"
"New York","$30,000 to $34,999","White only",27,"Female","Employed - at work","Part time",512,20,0,629,0,20,"White only","$25k-$50k"
"New York","$5,000 to $7,499","Black only",34,"Male","Employed - at work","Full time",0,515,0,600,0,515,"Black only","Below $25k"
"Oklahoma","$75,000 to $99,999","White only",18,"Male","Employed - at work","Full time",465,400,0,540,0,400,"White only","$75k-$100k"
"New York","$50,000 to $59,999","White only",47,"Male","Employed - at work","Part time",0,680,0,720,0,680,"White only","$50k-$75k"
"Virginia","$150,000 and over","Black only",34,"Female","Employed - at work","Full time",1,210,0,509,0,210,"Black only","$100k+"
"California","$150,000 and over","Asian only",47,"Male","Employed - at work","Full time",30,310,0,710,0,310,"Asian only","$100k+"
"Pennsylvania","$60,000 to $74,999","White only",28,"Male","Employed - at work","Full time",0,355,20,660,0,375,"White only","$50k-$75k"
"District of Columbia","$150,000 and over","White only",39,"Male","Employed - at work","Full time",0,303,0,675,90,303,"White only","$100k+"
"Texas","$100,000 to $149,999","White only",33,"Male","Employed - at work","Full time",515,180,0,595,0,180,"White only","$100k+"
"Colorado","$35,000 to $39,999","White only",19,"Female","Employed - at work","Full time",532,180,0,478,0,180,"White only","$25k-$50k"
"New York","$15,000 to $19,999","White only",49,"Male","Employed - at work","Full time",490,100,0,550,0,100,"White only","Below $25k"
"North Carolina","$50,000 to $59,999","Black only",45,"Male","Employed - at work","Full time",0,750,0,570,0,750,"Black only","$50k-$75k"
"California","$100,000 to $149,999","Asian only",25,"Male","Employed - at work","Full time",0,425,60,510,0,485,"Asian only","$100k+"
"Michigan","$75,000 to $99,999","White only",28,"Female","Employed - at work","Full time",455,70,0,670,0,70,"White only","$75k-$100k"
"Texas","$75,000 to $99,999","Black only",34,"Female","Employed - at work","Full time",0,345,0,750,0,345,"Black only","$75k-$100k"
"Pennsylvania","$40,000 to $49,999","White only",32,"Male","Employed - at work","Full time",0,645,0,620,0,645,"White only","$25k-$50k"
"Louisiana","$75,000 to $99,999","White only",27,"Male","Employed - at work","Full time",0,500,0,665,0,500,"White only","$75k-$100k"
"Maryland","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",0,175,0,439,0,175,"White only","$100k+"
"Nebraska","$75,000 to $99,999","White only",28,"Female","Employed - at work","Full time",0,415,90,650,0,505,"White only","$75k-$100k"
"North Carolina","$35,000 to $39,999","White only",24,"Male","Employed - at work","Full time",720,60,60,560,0,120,"White only","$25k-$50k"
"Arkansas","$30,000 to $34,999","Black only",20,"Female","Employed - at work","Full time",0,310,57,935,0,367,"Black only","$25k-$50k"
"Ohio","$60,000 to $74,999","White only",46,"Male","Employed - absent","Full time",0,594,0,620,0,594,"White only","$50k-$75k"
"Texas","$20,000 to $24,999","White only",38,"Female","Employed - at work","Full time",450,140,0,630,0,140,"White only","Below $25k"
"Illinois","$60,000 to $74,999","White only",29,"Male","Employed - at work","Full time",0,345,0,625,0,345,"White only","$50k-$75k"
"Illinois","$40,000 to $49,999","White only",47,"Male","Employed - at work","Full time",0,0,0,1410,0,0,"White only","$25k-$50k"
"Florida","$50,000 to $59,999","White only",49,"Male","Employed - at work","Full time",550,100,0,480,0,100,"White only","$50k-$75k"
"Indiana","$35,000 to $39,999","White only",26,"Male","Employed - at work","Full time",410,180,0,710,0,180,"White only","$25k-$50k"
"Missouri","$25,000 to $29,999","Black only",45,"Male","Employed - at work","Full time",0,480,0,630,0,480,"Black only","$25k-$50k"
"New York","$75,000 to $99,999","White only",31,"Female","Employed - at work","Part time",285,180,5,595,0,185,"White only","$75k-$100k"
"Pennsylvania","$75,000 to $99,999","White-Asian",28,"Male","Employed - at work","Full time",445,150,0,590,0,150,"Mixed/Other","$75k-$100k"
"North Carolina","$25,000 to $29,999","White only",28,"Male","Employed - absent","Part time",0,505,175,540,0,680,"White only","$25k-$50k"
